city,total_margin,margin_share,cumulative_share
Portsmouth,507.5540516457929,0.00018115209583548797,0.6883633739352265
Cardiff,507.11159496995737,0.00018099417776965023,0.6885443681129961
Yangju City,506.69474366781566,0.00018084539856713994,0.6887252135115632
Mongaguá,506.61361104872407,0.00018081644136752465,0.6889060299529307
Wakefield,505.8803076535091,0.0001805547166379205,0.6890865846695686
Valença,505.7832400056745,0.00018052007203645188,0.6892671047416051
Vic,503.9572145179411,0.00017986834175653528,0.6894469730833617
Ubajara,503.6035805453564,0.00017974212557308718,0.6896267152089347
Belton,503.38637466835985,0.00017966460220445656,0.6898063798111391
Central Coast,503.2199306867306,0.00017960519636184023,0.689985985007501
Union City,503.1959313084319,0.00017959663069742782,0.6901655816381984
Corvallis,503.1469180042399,0.00017957913726446357,0.6903451607754629
Albi,503.11579418759067,0.00017956802880301372,0.690524728804266
Kingston,502.3732059594736,0.00017930299020578458,0.6907040317944717
Buckeye,501.9749931378302,0.0001791608632993096,0.690883192657771
Ziyang,501.5362085490283,0.00017900425584513988,0.6910621969136161
Newcastle,500.8416826849067,0.00017875637127897474,0.6912409532848951
Palmares,500.3541626590464,0.0001785823695659355,0.691419535654461
St. Cloud,499.7219242956811,0.0001783567161518413,0.6915978923706129
Arsac,499.3929385010644,0.00017823929719714736,0.69177613166781
Lauderhill,499.3824968009566,0.0001782355704298159,0.6919543672382399
Idaho Falls,499.3051066434721,0.0001782079489593934,0.6921325751871993
Canberra,498.0142741247718,0.00017774723543464288,0.6923103224226339
Arnas,497.87083370993633,0.00017769603983943346,0.6924880184624733
Belfast,497.8237970835282,0.00017767925190635076,0.6926656977143797
Beaumont,497.0510880417314,0.00017740346283139685,0.692843101177211
Bedford,495.7169898357604,0.00017692730726672672,0.6930200284844777
Suizhou,494.2333207307928,0.00017639776806391722,0.6931964262525416
Paulínia,493.99265359239394,0.00017631187109121388,0.6933727381236329
Frankfort,493.7857877135023,0.0001762380381912566,0.6935489761618241
Currais Novos,493.47771033075855,0.00017612808169818444,0.6937251042435223
Bonn,493.02525509442717,0.00017596659502682916,0.6939010708385491
Hasselt,492.89067067026593,0.00017591856024033782,0.6940769893987895
Araraquara,492.8792831074262,0.0001759144958833138,0.6942529038946728
Harrow,492.6653152141641,0.0001758381281897051,0.6944287420228624
Uiwang City,492.44944895730845,0.0001757610829474836,0.6946045031058099
Vila Passagem Florida,492.1742383147331,0.00017566285698605722,0.6947801659627959
Remanso,491.87200890766604,0.00017555498770526677,0.6949557209505012
Westminster,491.7609733988598,0.0001755153578075895,0.6951312363083088
Sunderland,491.2527965050906,0.00017533398341197003,0.6953065702917207
Campos Novos,490.3810176597293,0.00017502283514228298,0.695481593126863
Luton,490.058785506385,0.0001749078266427259,0.6956565009535057
Huber Heights,489.9986045912045,0.00017488634735617723,0.6958313873008619
Hobart,489.9461422657999,0.00017486762292639752,0.6960062549237883
Aulnay-sous-Bois,489.9049714927899,0.00017485292858636863,0.6961811078523746
League City,489.6930509068716,0.00017477729160117402,0.6963558851439758
Apache Junction,488.9357855576166,0.00017450701456432188,0.6965303921585402
Rexburg,488.5759528370985,0.00017437858597378915,0.696704770744514
Teotônio Vilela,487.76760011721154,0.00017409007524491797,0.6968788608197589
Goldenrod,487.7544039859998,0.00017408536538826688,0.6970529461851472
Besançon,487.6183547935039,0.00017403680780848314,0.6972269829929557
Mechelen,487.18213823174824,0.00017388111691380117,0.6974008641098696
Miamisburg,485.64873686374716,0.00017333382767304017,0.6975741979375426
São Pedro da Aldeia,484.60077055238463,0.00017295979599493076,0.6977471577335376
Qingyang,483.2269675531899,0.00017246946931590568,0.6979196272028535
Saint Paul,482.8991282206978,0.00017235245954722058,0.6980919796624008
El Grao de Castellón,482.5808055142525,0.00017223884637589904,0.6982642185087766
Frechen,482.33396501954246,0.00017215074605868394,0.6984363692548353
Horsham,482.1258579775475,0.00017207647017280882,0.6986084457250081
Aschersleben,482.11848172302905,0.00017207383749957706,0.6987805195625078
Lansing,480.8547530752551,0.00017162279766969236,0.6989521423601774
Ariquemes,480.375551566372,0.00017145176493459704,0.699123594125112
Levallois-Perret,480.2341100365626,0.00017140128276529887,0.6992949954078773
Blaine,480.163505762617,0.00017137608325766275,0.699466371491135
Lamabagar,479.9744830025278,0.00017130861877966337,0.6996376801099147
Joliet,479.5370081571392,0.00017115247878854228,0.6998088325887032
Elk Grove,479.528361843293,0.0001711493928159854,0.6999799819815192
São Gonçalo,479.30512254118753,0.0001710697160459584,0.7001510516975652
Baldwin Park,478.5347395796261,0.00017079475717678914,0.7003218464547419
Yuma,478.18032805165814,0.00017066826347454902,0.7004925147182165
Hawthorne,477.71484390038717,0.00017050212662802496,0.7006630168448446
Newport,477.6903828828753,0.00017049339619907032,0.7008335102410437
Ennetières-en-Weppes,477.68467448918904,0.00017049135880526612,0.701004001599849
Northampton,477.28909196476064,0.00017035017068324496,0.7011743517705322
Holly Springs,476.67516164037306,0.0001701310516266654,0.7013444828221589
Erlangen,476.05814735640513,0.00016991083186812186,0.701514393654027
Kings Point,475.95021527422347,0.00016987230962042883,0.7016842659636474
Coon Rapids,475.7278438260654,0.0001697929425978286,0.7018540589062452
Las Rozas de Madrid,474.98931955889606,0.00016952935447674223,0.702023588260722
Folsom,474.4440162147784,0.00016933472920809803,0.7021929229899301
Rennes,473.7662392209005,0.00016909282251352642,0.7023620158124436
Albany,473.74547895912053,0.0001690854129284402,0.7025311012253721
Sanmenxia,473.4675145688136,0.00016898620412159792,0.7027000874294937
Jersey City,472.9651252466389,0.00016880689537932266,0.7028688943248731
Uccle,472.63736535468104,0.00016868991396391193,0.703037584238837
Fushun,471.93104422437665,0.00016843781952653598,0.7032060220583636
Pasco,471.5571309422037,0.00016830436541557633,0.7033743264237792
Augusto Corrêa,470.7853246085753,0.00016802889852793643,0.7035423553223071
Yan'an,470.7788112775614,0.00016802657384239758,0.7037103818961495
Formiga,470.74647302270694,0.00016801503193346483,0.703878396928083
Itarema,470.5436351600327,0.00016794263668054729,0.7040463395647635
São Bento,470.33246151907156,0.0001678672662889185,0.7042142068310524
Santander,470.1703081099403,0.00016780939180281057,0.7043820162228552
Esslingen am Neckar,469.8123825366112,0.00016768164389586068,0.7045496978667511
Araruama,469.19389444413486,0.00016746089811747888,0.7047171587648686
Norman,468.94206883421964,0.00016737101855317777,0.7048845297834218
Cholet,468.513514476601,0.00016721806239055763,0.7050517478458123
Jonesboro,467.316603594386,0.00016679087061829517,0.7052185387164306
Eaubonne,467.2876747003176,0.0001667805455508985,0.7053853192619814
Orsett,465.95071116782844,0.0001663033673170125,0.7055516226292985
Cianorte,465.85597810120356,0.00016626955595542772,0.7057178921852539
Westland,465.5811206955331,0.0001661714560684666,0.7058840636413224
Seraing,465.1198934447994,0.00016600683856052645,0.7060500704798829
Rio Bonito,465.00667100833175,0.00016596642812227814,0.7062160369080052
Tacoma,464.93751245846875,0.0001659417446108137,0.706381978652616
Florence,464.93705168321543,0.00016594158015462902,0.7065479202327706
Porto Feliz,464.8524645178452,0.0001659113899862363,0.7067138316227568
Burbank,464.44499017591795,0.00016576595753268783,0.7068795975802895
Superior,464.2265963937599,0.0001656880101865341,0.7070452855904761
Villena,463.4492060961439,0.00016541055031553381,0.7072106961407916
Palmdale,463.41913825681206,0.0001653998187449857,0.7073760959595365
Cotia,463.388946148353,0.00016538904282130366,0.7075414850023578
Hattiesburg,463.1988295426962,0.0001653211879367723,0.7077068061902946
Little Rock,463.14873780207904,0.00016530330959698282,0.7078721094998915
Amherst,462.1318318930529,0.00016494036374699848,0.7080370498636386
Penápolis,462.0398595105826,0.0001649075377065217,0.7082019574013451
Mirrormont,461.69274323304967,0.00016478364776618962,0.7083667410491112
Longmont,461.6890118315747,0.0001647823159844899,0.7085315233650957
Barra Bonita,461.158515224617,0.00016459297541697324,0.7086961163405127
Lowell,460.9199943816319,0.00016450784448270703,0.7088606241849954
Saint-Denis,460.80962914567823,0.00016446845381340677,0.7090250926388089
Wyoming,460.246645290966,0.00016426751815961393,0.7091893601569684
Yangsan City,459.7172881009203,0.00016407858426358568,0.709353438741232
Bréauté,459.36136818899786,0.0001639515522011181,0.7095173902934332
Herstal,459.26906341656905,0.00016391860752669994,0.7096813089009599
West Jordan,458.6380382720325,0.00016369338712487864,0.7098450022880848
Loveland,458.6188564095176,0.00016368654088931944,0.710008688828974
East Windsor,458.09564162648724,0.00016349979929163004,0.7101721886282657
Toowoomba,457.1189045180799,0.00016315119016577527,0.7103353398184314
Santa Helena de Goiás,457.0748721531457,0.00016313547448945162,0.7104984752929209
Quixadá,456.6248370042634,0.00016297485157617704,0.710661450144497
Reims,455.88398516843944,0.00016271043271807138,0.7108241605772151
Lowestoft,455.759421165201,0.00016266597433934476,0.7109868265515544
Willebroek,455.7150549964417,0.00016265013952445386,0.7111494766910789
Blyth,454.6386996193412,0.00016226597545011872,0.711311742666529
Chester,454.6315993052494,0.00016226344126331704,0.7114740061077923
Wilmington,454.47609289059056,0.00016220793916883083,0.7116362140469612
Wollongong,453.71861026326786,0.0001619375845828443,0.711798151631544
Buena Park,453.7181073084211,0.00016193740507225955,0.7119600890366163
Xiaoping City,453.66805941694713,0.00016191954238275238,0.7121220085789991
Mozé-sur-Louet,453.27795002620513,0.00016178030768743498,0.7122837888866865
Clermont-Ferrand,453.26008437565616,0.00016177393122362798,0.7124455628179102
Nanuque,453.0671645234811,0.00016170507582697325,0.7126072678937372
São Francisco,452.30039578782885,0.00016143140691814644,0.7127686993006553
Langenfeld (Rheinland),452.16649937136117,0.00016138361768980842,0.7129300829183451
Outeiro,451.8834267886176,0.000161282585708148,0.7130913655040533
Sapé,451.64416551439,0.00016119719050513846,0.7132525626945584
Troy,450.9276922239992,0.00016094147264071875,0.7134135041671991
Pará de Minas,450.6772206037496,0.00016085207633148154,0.7135743562435305
Rouen,450.35590618918286,0.0001607373953838422,0.7137350936389143
Batatais,450.1247276160072,0.0001606548849932597,0.7138957485239076
Arcadia,450.02563061520596,0.00016061951609150834,0.7140563680399991
Monrovia,449.9157699429407,0.00016058030550700762,0.7142169483455061
União dos Palmares,449.79711689155283,0.00016053795681751043,0.7143774863023236
Springdale,449.7749386850329,0.0001605300411510313,0.7145380163434746
Le Havre,449.21078444121025,0.00016032868777140293,0.714698345031246
Braunschweig,449.04213282673675,0.0001602684939982888,0.7148586135252443
Santos Dumont,448.5948236622811,0.0001601088440213754,0.7150187223692657
Huludao,448.4498337037428,0.00016005709537553336,0.7151787794646413
Guanambi,448.0359626760177,0.00015990937986851516,0.7153386888445098
Vacaville,447.60219875171583,0.0001597545643493989,0.7154984434088592
Eden Prairie,447.4724988923675,0.0001597082729223591,0.7156581516817815
Manresa,447.11883840748857,0.00015958204727635692,0.7158177337290579
Autazes,447.1006628682806,0.00015957556020959076,0.7159773092892675
Ixelles,446.4677452262075,0.00015934966435282236,0.7161366589536203
Xique-Xique,445.9650863548593,0.00015917025940523152,0.7162958292130256
Saint Charles,445.7986807413205,0.0001591108672566444,0.7164549400802822
Trappes,445.31507692930205,0.00015893826328704333,0.7166138783435693
Quzhou,445.24880367745845,0.00015891460957286182,0.7167727929531421
Marechal Deodoro,444.62717305592963,0.0001586927421883728,0.7169314856953305
Kaufman,444.57399592045147,0.00015867376263435057,0.7170901594579648
Overland Park,444.2933071718962,0.00015857358147154958,0.7172487330394364
San Cristóbal de La Laguna,442.67288749108684,0.00015799523435687315,0.7174067282737933
Miami Beach,442.25560709624034,0.0001578463020060577,0.7175645745757994
Icó,442.2078526985795,0.0001578292578918524,0.7177224038336912
Portão,441.93581810155,0.0001577321654989696,0.7178801359991902
Hampton,441.6823432890075,0.00015764169731457683,0.7180377776965048
Maizières-lès-Metz,441.3403070221067,0.0001575196204906407,0.7181952973169954
Thiais,441.25720005618933,0.00015748995862309057,0.7183527872756185
Aberdeen,441.0720581431857,0.00015742387926571207,0.7185102111548842
Fürth,440.1643250469571,0.00015709989849497873,0.7186673110533792
所,440.0181172982358,0.00015704771520529286,0.7188243587685845
Mafra,439.6314884288631,0.00015690972274957262,0.7189812684913341
Apple Valley,439.342275908182,0.00015680649935081664,0.7191380749906849
Cajamar,438.85858390932515,0.00015663386390628092,0.7192947088545912
Eight Wangzi City,438.2502480985994,0.0001564167415983663,0.7194511255961896
Bayou Cane,438.19470213263793,0.00015639691658048593,0.7196075225127702
Danbury,437.85531684240385,0.00015627578592174667,0.7197637982986919
Arles,437.7926725523133,0.00015625342742730608,0.7199200517261192
Chandler,436.8872254786468,0.00015593026256529595,0.7200759819886845
Worcester,435.3696093700726,0.00015538860727193267,0.7202313705959564
Nova Andradina,435.2699294264268,0.00015535303031092597,0.7203867236262673
Zhongwei,435.0452711978827,0.00015527284710912612,0.7205419964733765
São Mateus do Sul,433.22797894193855,0.00015462423382381707,0.7206966207072003
Angoulême,433.1452525500205,0.0001545947077876673,0.720851215414988
Brunswick,432.9041640553741,0.00015450866042789272,0.7210057240754159
Balneário Rincão,431.83036734273963,0.00015412540957142877,0.7211598494849872
Greenfield,431.1535296000553,0.00015388383810681285,0.721313733323094
Leavenworth,431.0124475571783,0.0001538334842426893,0.7214675668073367
Rio Pardo,430.88322214574856,0.0001537873621517715,0.7216213541694885
Macon,430.14305404652515,0.00015352318732741514,0.7217748773568159
Magdeburg,429.71776636016466,0.00015337139707873637,0.7219282487538946
El Prat de Llobregat,429.5302160271974,0.00015330445812754192,0.7220815532120222
Mandeville,429.5219743507377,0.0001533015165748954,0.722234854728597
Kagoshima City,429.02513911468606,0.00015312419015221424,0.7223879789187493
Itapema,428.7315162425102,0.00015301939264639706,0.7225409983113957
Lawton,428.43952113364804,0.0001529151761087247,0.7226939134875044
Chula Vista,428.3307447546657,0.0001528763525214316,0.7228467898400259
Billings,428.20913800783643,0.00015283294962279562,0.7229996227896487
Oliveira,428.0945555394705,0.00015279205377293848,0.7231524148434216
Três Corações,427.89927785383566,0.00015272235683739448,0.723305137200259
Bowling Green,427.8338590718858,0.00015269900809371134,0.7234578362083527
Stafford,427.759879762148,0.0001526726039955389,0.7236105088123482
Elche,426.77656758928737,0.00015232164815074436,0.7237628304604989
Seogwipo City,426.6978378580111,0.00015229354857045527,0.7239151240090694
Lucas do Rio Verde,426.68264850962396,0.00015228812731081647,0.7240674121363803
Findlay,426.6430630887208,0.00015227399880186676,0.7242196861351822
Catu,426.3495969521351,0.00015216925723685143,0.724371855392419
Olímpia,425.67330909950925,0.00015192788203455723,0.7245237832744535
Caetité,425.3139116211504,0.0001517996087871433,0.7246755828832407
Romford,425.25859510382986,0.00015177986566222007,0.7248273627489029
Santa Rita,425.0537135040317,0.00015170674097514248,0.724979069489878
Coatesville,424.9950015984483,0.0001516857859956434,0.7251307552758737
Dijon,423.3372900349476,0.0001510941289631655,0.7252818494048369
Piedade,423.2560209335899,0.00015106512305140127,0.7254329145278883
Nuneaton,422.56420364975895,0.00015081820520985352,0.7255837327330982
Lilburn,422.4560545927385,0.00015077960552125215,0.7257345123386194
Catarroja,422.1693016132789,0.00015067725996209893,0.7258851895985815
Aquia Harbour,422.0462653111816,0.00015063334683813412,0.7260358229454197
Union Park,421.8438354453158,0.00015056109720414462,0.7261863840426238
Embu-Guaçu,421.63822137373415,0.00015048771108914957,0.726336871753713
Logroño,420.8233944648115,0.00015019688964497852,0.726487068643358
La Verne,420.7245507860023,0.00015016161115686812,0.7266372302545149
Kiryu-shi,420.26264553674605,0.00014999675166316718,0.726787227006178
Mülheim an der Ruhr,420.19995238730615,0.00014997437573024193,0.7269372013819083
Cedar Rapids,419.75307908553117,0.0001498148813179188,0.7270870162632262
Igarapé-Miri,419.7073519049993,0.00014979856074169025,0.727236814823968
Moorestown,418.9777731287353,0.0001495381653730221,0.727386352989341
São Lourenço do Sul,418.6302287035693,0.00014941412262169226,0.7275357671119627
Tachikawa City,418.45727658371703,0.00014935239394690613,0.7276851195059095
Taquaritinga,417.46326899858576,0.00014899762078188257,0.7278341171266914
Brandon,417.33853268734623,0.00014895310090437484,0.7279830702275958
Salamanca,417.3215567147311,0.00014894704197723576,0.728132017269573
Espinardo,416.72487957192664,0.00014873408078698287,0.72828075135036
Cachoeiras de Macacu,415.51940463504786,0.00014830383240144708,0.7284290551827615
Des Plaines,415.46461454839334,0.00014828427716590854,0.7285773394599274
Cary,414.66997442034074,0.00014800066062464572,0.728725340120552
Missão Velha,413.68111469208964,0.00014764772479115344,0.7288729878453432
Itapecuru Mirim,413.23110167110804,0.0001474871097755906,0.7290204749551188
Barra de São Francisco,413.14371239042,0.00014745591949881344,0.7291679308746176
Mariana,413.13154926128936,0.00014745157833292817,0.7293153824529506
Gastonia,412.7095420149511,0.00014730095891242695,0.729462683411863
Antibes,412.61276206376033,0.00014726641699332253,0.7296099498288564
Indiana,412.4289782711633,0.00014720082236531872,0.7297571506512217
Alenquer,412.30029147765975,0.00014715489251356415,0.7299043055437353
City of the city,411.97566328906214,0.00014703902884044196,0.7300513445725757
Pittsburg,411.94082186118334,0.0001470265935191955,0.7301983711660949
Santa Quitéria,411.77109931227926,0.00014696601751680756,0.7303453371836117
Garanhuns,411.0484912949598,0.00014670811009516351,0.7304920452937069
Oriximiná,410.5841767519522,0.00014654239069578136,0.7306385876844027
Barnsley,409.9694198159824,0.00014632297661166713,0.7307849106610144
Paracatu,409.8643114815631,0.00014628546219323604,0.7309311961232076
Benevides,409.72626068322273,0.0001462361902164485,0.731077432313424
Salobra,409.1639658063273,0.00014603550046705753,0.7312234678138911
Jackson Township,409.0295238940398,0.000145987516544754,0.7313694553304358
Tietê,408.70140329250563,0.00014587040638779243,0.7315153257368237
Hagerstown,408.4821912920507,0.0001457921670097677,0.7316611179038334
Cornwall,408.28097167564795,0.0001457203493282491,0.7318068382531616
Odenton,407.83640634739123,0.00014556167865920733,0.7319523999318208
Somerville,407.8350002132356,0.0001455611767931529,0.732097961108614
Franconia,407.60858359818553,0.0001454803660022326,0.7322434414746163
Nanchong,406.8829053016701,0.000145221362761317,0.7323886628373776
Mesquite,406.7557743932882,0.0001451759882235231,0.7325338388256011
Las Cruces,406.24336359403077,0.00014499310269652704,0.7326788319282976
Barretos,405.89017997664706,0.00014486704725022264,0.7328236989755479
Pacajus,405.5737421687768,0.00014475410682168816,0.7329684530823696
Itupiranga,405.50126894308113,0.00014472824026287703,0.7331131813226325
Paraíba do Sul,405.2780319385695,0.00014464856431288867,0.7332578298869453
Fuxin,404.74797205543155,0.0001444593796173131,0.7334022892665626
Ibiúna,404.5642083549287,0.00014439379216041738,0.7335466830587231
Longview,404.5603408086149,0.00014439241178700057,0.73369107547051
Brownsville,403.80657991202247,0.0001441233855311096,0.7338351988560412
Trier,403.3163438169991,0.00014394841442058506,0.7339791472704618
Lucas,403.2924709434825,0.0001439398939072385,0.734123087164369
Kennesaw,403.27637509182586,0.0001439341491057688,0.7342670213134748
Itacoatiara,403.22300196191003,0.0001439150995989937,0.7344109364130738
Cajazeiras,402.96919908156013,0.00014382451432328684,0.734554760927397
Ponta de Pedras,402.6171861163308,0.00014369887669670147,0.7346984598040938
Southampton,401.7288546094817,0.0001433818205846665,0.7348418416246785
New Britain,401.4432443846833,0.00014327988288828422,0.7349851215075668
Kulnura,401.02153093084513,0.00014312936832583102,0.7351282508758926
Santa Luzia,400.76954172233746,0.00014303943037124065,0.7352712903062638
Hamm,400.7544260737068,0.0001430340354159241,0.7354143243416797
Paderborn,400.2625580060426,0.00014285848183489562,0.7355571828235147
Binzhou,400.16709845221357,0.00014282441118136115,0.7357000072346961
Metz,400.0722604783424,0.00014279056237712868,0.7358427977970732
Alcalá de Henares,400.0711483282409,0.0001427901654374902,0.7359855879625107
Norwich,399.7894131519148,0.00014268961079213458,0.7361282775733028
Fargo,399.6733757181595,0.00014264819564777312,0.7362709257689506
Araioses,399.4799252328493,0.00014257915086182237,0.7364135049198124
Dias d'Ávila,399.229325222225,0.00014248970872852878,0.7365559946285409
Weston,398.92951387188884,0.00014238270248103152,0.736698377331022
Bom Conselho,398.5489965685708,0.00014224689131614332,0.7368406242223381
Prudentópolis,398.4642910343198,0.00014221665890048498,0.7369828408812386
Bressolles,398.1981448626596,0.00014212166815686172,0.7371249625493954
Talavera de la Reina,397.27148493779004,0.00014179093217520113,0.7372667534815707
Dundalk,397.0587780582457,0.0001417150145524314,0.7374084684961231
Thornton Heath,397.0052571709731,0.00014169591230929303,0.7375501644084324
Leverkusen,396.75224453304025,0.00014160560908053194,0.7376917700175128
Ya'an,396.7257966939377,0.00014159616953125,0.7378333661870441
Turpan,396.4677073521563,0.00014150405436632343,0.7379748702414104
Puteaux,396.36602031349753,0.00014146776104916322,0.7381163380024596
Lenoir,396.155137393512,0.00014139249441931875,0.7382577304968789
Brick Township,396.1464921403471,0.0001413894088253317,0.7383991199057043
Pontypridd,396.1121543885018,0.00014137715327207015,0.7385404970589764
Jardinópolis,395.988543026526,0.00014133303490237458,0.7386818300938788
Itamaraju,395.9069357808074,0.0001413039083028541,0.7388231340021816
Pleasant Grove,395.38742207020385,0.00014111848766206532,0.7389642524898437
Cerquilho,395.35272070454,0.00014110610233069427,0.7391053585921743
Chofu City,395.30890847277175,0.00014109046522252358,0.7392464490573968
Lakeland,394.2611795952333,0.00014071651828737841,0.7393871655756842
Rapid City,392.8379679103819,0.00014020855705902771,0.7395273741327432
Cieza,392.60955411481086,0.00014012703345055435,0.7396675011661937
Igarassu,392.5878657769495,0.00014011929262404331,0.7398076204588178
Favières,392.46306601245226,0.0001400747500993109,0.7399476952089171
Escada,392.304879549441,0.00014001829146359642,0.7400877135003807
Point Pleasant,392.16011605886547,0.0001399666236468719,0.7402276801240276
Queimadas,391.6981020283683,0.00013980172532784837,0.7403674818493555
Statesville,390.629719221932,0.0001394204067590911,0.7405069022561146
Conceição do Coité,390.40399818155635,0.00013933984422706989,0.7406462421003417
Andong City,390.3576089421467,0.00013932328735412992,0.7407855653876958
Limoges,390.3035928494377,0.00013930400836626377,0.7409248693960621
Goodyear,389.40003614487495,0.00013898151819953769,0.7410638509142616
Santana,389.26639683057994,0.0001389338207340322,0.7412027847349957
Waterloo,389.2149390975312,0.00013891545485524844,0.7413417001898509
Qinzhou,389.11712173747037,0.00013888054267254267,0.7414805807325234
Wiesbaden,388.37236187858934,0.00013861472899438768,0.7416191954615178
Charlottesville,388.22470843824885,0.00013856202972011675,0.7417577574912378
Guarantã do Norte,388.0865902725519,0.00013851273369911598,0.741896270224937
Uji City,387.2168847676425,0.00013820232542936987,0.7420344725503664
Nova Viçosa,387.0556411436086,0.00013814477565641636,0.7421726173260228
Guaíba,387.02310864816565,0.0001381331644207004,0.7423107504904435
Januária,386.72820143493436,0.00013802790851823914,0.7424487783989617
Erfurt,386.66327178834604,0.0001380047343528016,0.7425867831333145
Alexandria,386.6160097719302,0.00013798786597533642,0.7427247709992898
Southern Lamington,386.02615215760363,0.00013777733875615,0.742862548338046
Potsdam,385.63947648035946,0.00013763932959414205,0.7430001876676401
Aparecida,385.36793784810175,0.00013754241421700284,0.7431377300818571
Picos,385.2978237612304,0.00013751738966298114,0.7432752474715201
Tuckahoe,385.182414726326,0.000137476198801666,0.7434127236703217
León,385.17328132706393,0.00013747293898251362,0.7435501966093042
São Vicente,384.6639597882279,0.0001372911560494149,0.7436874877653536
Aubagne,384.17679458688303,0.0001371172809774781,0.7438246050463311
West Palm Beach,383.8598589904411,0.00013700416288226408,0.7439616092092134
San Tan Valley,383.80258185482376,0.00013698371998928176,0.7440985929292027
Visalia,383.6052447138532,0.0001369132880095604,0.7442355062172122
São Sebastião,383.43872893893655,0.00013685385654306338,0.7443723600737553
La Coruña,383.3929511682129,0.00013683751791059189,0.7445091975916659
Snellville,383.3881462403223,0.00013683580297450793,0.7446460333946404
Middletown,383.2068469971141,0.00013677109511182008,0.7447828044897522
São Gabriel,382.762359768441,0.0001366124523174514,0.7449194169420696
Medina,382.75418549829425,0.00013660953482292208,0.7450560264768926
Calexico,382.26527830000094,0.0001364350380114934,0.7451924615149041
Tianguá,382.26183210255056,0.00013643380802251238,0.7453288953229267
Hanzhong,382.1497573755657,0.00013639380721546993,0.7454652891301421
Chino,382.09954819902,0.00013637588696139663,0.7456016650171035
Flagstaff,381.80869992798597,0.0001362720797438262,0.7457379370968473
Maple Grove,381.56800453642626,0.00013618617268723273,0.7458741232695345
Lago Verde,381.40386487200817,0.00013612758928291816,0.7460102508588174
Allentown,381.20160884821496,0.00013605540169523821,0.7461463062605127
Escondido,381.0147713796154,0.00013598871717384063,0.7462822949776865
Havant,380.75789544230025,0.0001358970350874432,0.7464181920127739
Elmhurst,380.6307494862035,0.00013585165517894038,0.7465540436679529
Cypress,380.49891150544966,0.0001358046006308645,0.7466898482685838
Sint-Jans-Molenbeek,380.2357797883756,0.00013571068578204358,0.7468255589543658
Santa Maria,380.1417847377737,0.00013567713782718145,0.7469612360921929
Antelope Valley-Crestview,379.48326695669437,0.00013544210497540805,0.7470966781971683
Hemet,379.47262591649576,0.0001354383070612202,0.7472321165042295
Moncada y Reixach,378.9898148774905,0.0001352659860417648,0.7473673824902712
Newington,378.91999364519285,0.00013524106601103404,0.7475026235562823
South San Francisco,378.74519478512195,0.00013517867821263342,0.7476378022344949
Pomponne,378.62155125923846,0.00013513454836325552,0.7477729367828582
Sucy-en-Brie,378.36208846282335,0.0001350419429959857,0.7479079787258541
Mirassol,377.9853684836688,0.0001349074871413912,0.7480428862129955
Mairena del Aljarafe,377.55993390622103,0.00013475564446553106,0.748177641857461
Fernandópolis,377.33654002797783,0.0001346759125254365,0.7483123177699865
High Pittington,377.17823144410863,0.00013461941030333096,0.7484469371802899
Aalst,376.36119271649017,0.00013432779943468176,0.7485812649797245
São José de Mipibu,375.81913233796706,0.00013413433161914482,0.7487153993113437
Victorville,375.6520777829387,0.0001340747078555986,0.7488494740191993
Grand-Champ,374.8788022030289,0.00013379871657643368,0.7489832727357758
Mobile,374.8758800622538,0.00013379767362953175,0.7491170704094053
Schwerin,374.8683001865099,0.00013379496828145554,0.7492508653776868
Rueil-Malmaison,374.70022805552577,0.00013373498133291168,0.7493846003590198
Santa Bárbara D'Oeste,374.3549398296757,0.0001336117438460327,0.7495182121028658
Killeen,374.1730329425868,0.00013354681910799504,0.7496517589219739
Itaqui,373.84820166685046,0.00013343088295065034,0.7497851898049246
Higashi-Osaka City,373.7003993391782,0.00013337813053671457,0.7499185679354613
West Chicago,373.2648324994852,0.00013322267153558753,0.7500517906069969
Mainz,373.210954018548,0.0001332034416630044,0.7501849940486599
Caieiras,372.7600002795125,0.00013304249089394593,0.7503180365395539
Yonkers,372.6410384232659,0.00013300003198831082,0.7504510365715422
Parole,372.5444222495821,0.00013296554852335242,0.7505840021200656
Irvington,372.29604820029846,0.00013287690086221567,0.7507168790209278
Hildesheim,372.1867894917727,0.0001328379051257546,0.7508497169260535
Neubiberg,372.05465555493714,0.00013279074494742258,0.7509825076710009
Calais,371.89716669361,0.0001327345352940711,0.751115242206295
Newport News,371.4895987517204,0.00013258906943357948,0.7512478312757286
Santa Cruz de Tenerife,371.468627830417,0.0001325815846615963,0.7513804128603901
Minster on Sea,371.43178769464237,0.0001325684359776585,0.7515129812963678
Mamanguape,371.38279407596116,0.0001325509495706879,0.7516455322459384
Santa Rosa,370.9281121334655,0.00013238866816133935,0.7517779209140998
Palmetto,370.45012897929917,0.00013221807027157662,0.7519101389843713
Rancho Cucamonga,369.9148831834454,0.00013202703466188808,0.7520421660190332
Rock Hill,369.65056550812506,0.00013193269653042134,0.7521740987155636
Korschenbroich,369.5137727547533,0.00013188387356489076,0.7523059825891285
Santo Antônio da Platina,369.2892821949653,0.00013180375020607014,0.7524377863393346
Lake Charles,369.2798267936661,0.0001318003754605494,0.7525695867147951
Upper Arlington,369.18890518757576,0.00013176792445469774,0.7527013546392498
